日期,降水量_mm,降雪量_mm,最高气温_°C,最低气温_°C,station_id
2012/6/29,1.07,0,3.1100000000000003,2.06,GHCND:USW00094846
2012/6/30,0,0,3.33,2.06,GHCND:USW00094846
2012/7/1,0,0,3.28,2,GHCND:USW00094846
2012/7/2,0,0,3.6700000000000004,2.17,GHCND:USW00094846
2012/7/3,0,0,3.5600000000000005,2.5,GHCND:USW00094846
2012/7/4,0,0,3.89,2.6100000000000003,GHCND:USW00094846
2012/7/5,0.71,0,3.94,2.6100000000000003,GHCND:USW00094846
2012/7/6,0,0,3.94,2.7800000000000002,GHCND:USW00094846
2012/7/7,0,0,3.6700000000000004,2.2800000000000002,GHCND:USW00094846
2012/7/8,0,0,2.94,2,GHCND:USW00094846
2012/7/9,0,0,3.28,1.89,GHCND:USW00094846
2012/7/10,0,0,2.83,1.94,GHCND:USW00094846
2012/7/11,0,0,3.0600000000000005,1.7800000000000002,GHCND:USW00094846
2012/7/12,0,0,3.28,1.89,GHCND:USW00094846
2012/7/13,0.71,0,3.39,2.1100000000000003,GHCND:USW00094846
2012/7/14,0,0,3.2200000000000006,2.1100000000000003,GHCND:USW00094846
2012/7/15,0,0,3.5,2.17,GHCND:USW00094846
2012/7/16,0,0,3.6100000000000003,2.22,GHCND:USW00094846
2012/7/17,0,0,3.7200000000000006,2.6100000000000003,GHCND:USW00094846
2012/7/18,2.16,0,3.44,2.22,GHCND:USW00094846
2012/7/19,2.0300000000000002,0,2.83,2.17,GHCND:USW00094846
2012/7/20,0,0,2.72,2,GHCND:USW00094846
2012/7/21,0,0,3.0600000000000005,1.83,GHCND:USW00094846
2012/7/22,0,0,3.17,2,GHCND:USW00094846
2012/7/23,0,0,3.6100000000000003,2.72,GHCND:USW00094846
2012/7/24,1.37,0,2.89,2.06,GHCND:USW00094846
2012/7/25,0.03,0,3.7200000000000006,2.1100000000000003,GHCND:USW00094846
2012/7/26,1.8,0,3.17,2.06,GHCND:USW00094846
2012/7/27,0.08,0,3,1.89,GHCND:USW00094846
2012/7/28,0,0,2.7800000000000002,1.94,GHCND:USW00094846
2012/7/29,0,0,2.94,1.72,GHCND:USW00094846
2012/7/30,0,0,3.33,2.06,GHCND:USW00094846
2012/7/31,0.41,0,2.94,2,GHCND:USW00094846
2012/8/1,0,0,3.2200000000000006,2,GHCND:USW00094846
2012/8/2,0,0,3.39,1.89,GHCND:USW00094846
2012/8/3,0,0,3.5,2.17,GHCND:USW00094846
2012/8/4,0.9400000000000001,0,3.39,2.17,GHCND:USW00094846
2012/8/5,0,0,2.89,1.89,GHCND:USW00094846
2012/8/6,0,0,2.94,1.67,GHCND:USW00094846
2012/8/7,0,0,3.33,1.67,GHCND:USW00094846
2012/8/8,0,0,2.89,2.22,GHCND:USW00094846
2012/8/9,0.13,0,2.39,1.72,GHCND:USW00094846
2012/8/10,0.45999999999999996,0,2.44,1.6100000000000003,GHCND:USW00094846
2012/8/11,0,0,2.5600000000000005,1.33,GHCND:USW00094846
2012/8/12,0,0,2.44,1.2800000000000002,GHCND:USW00094846
2012/8/13,1.02,0,2.06,1.56,GHCND:USW00094846
2012/8/14,0,0,2.89,1.33,GHCND:USW00094846
2012/8/15,0,0,2.94,1.83,GHCND:USW00094846
2012/8/16,0.9900000000000001,0,2.44,1.67,GHCND:USW00094846
2012/8/17,0,0,2.44,1.4400000000000002,GHCND:USW00094846
2012/8/18,0,0,2.5,1.17,GHCND:USW00094846
2012/8/19,0,0,2.6100000000000003,1.56,GHCND:USW00094846
2012/8/20,0.2,0,2.33,1.4400000000000002,GHCND:USW00094846
2012/8/21,0,0,2.6100000000000003,1.17,GHCND:USW00094846
2012/8/22,0,0,2.94,1.22,GHCND:USW00094846
2012/8/23,0.08,0,3.33,1.7800000000000002,GHCND:USW00094846
2012/8/24,0,0,3.44,1.7800000000000002,GHCND:USW00094846
2012/8/25,0,0,3.39,1.89,GHCND:USW00094846
2012/8/26,1.4500000000000002,0,2.6100000000000003,1.89,GHCND:USW00094846
2012/8/27,0,0,3.1100000000000003,1.89,GHCND:USW00094846
2012/8/28,0,0,3,1.72,GHCND:USW00094846
2012/8/29,0,0,2.89,1.83,GHCND:USW00094846
2012/8/30,0,0,3.2200000000000006,1.7800000000000002,GHCND:USW00094846
2012/8/31,0,0,3.33,2.17,GHCND:USW00094846
2012/9/1,0,0,2.39,2.17,GHCND:USW00094846
2012/9/2,0,0,2.7800000000000002,2.2800000000000002,GHCND:USW00094846
2012/9/3,0,0,3.1100000000000003,2.17,GHCND:USW00094846
2012/9/4,1.6300000000000001,0,3.2200000000000006,1.89,GHCND:USW00094846
2012/9/5,0.41,0,3,1.72,GHCND:USW00094846
2012/9/6,0,0,3,2,GHCND:USW00094846
2012/9/7,0.15000000000000002,0,2.5600000000000005,1.5,GHCND:USW00094846
2012/9/8,0.71,0,2.2800000000000002,1.22,GHCND:USW00094846
2012/9/9,0,0,2.22,1.2800000000000002,GHCND:USW00094846
2012/9/10,0,0,2.39,1.11,GHCND:USW00094846
2012/9/11,0,0,2.83,1.11,GHCND:USW00094846
2012/9/12,0,0,3,1.72,GHCND:USW00094846
2012/9/13,0.48,0,2.17,1.22,GHCND:USW00094846
2012/9/14,0,0,2.44,1.06,GHCND:USW00094846
2012/9/15,0,0,2.6100000000000003,1,GHCND:USW00094846
2012/9/16,0,0,2.5,0.9400000000000001,GHCND:USW00094846
2012/9/17,0.66,0,2.5600000000000005,1.2800000000000002,GHCND:USW00094846
2012/9/18,0,0,1.72,0.8300000000000001,GHCND:USW00094846
2012/9/19,0,0,2.2800000000000002,0.5,GHCND:USW00094846
2012/9/20,0,0,2.22,1.06,GHCND:USW00094846
2012/9/21,0.38,0,1.56,0.8900000000000001,GHCND:USW00094846
2012/9/22,0.05,0,1.5,0.67,GHCND:USW00094846
2012/9/23,0,0,1.6100000000000003,0.44000000000000006,GHCND:USW00094846
2012/9/24,0,0,2.1100000000000003,0.27999999999999997,GHCND:USW00094846
2012/9/25,0,0,2.5,0.9400000000000001,GHCND:USW00094846
2012/9/26,0,0,2,1.17,GHCND:USW00094846
2012/9/27,0,0,1.83,0.78,GHCND:USW00094846
2012/9/28,0,0,1.94,1,GHCND:USW00094846
2012/9/29,0,0,2.6100000000000003,0.8900000000000001,GHCND:USW00094846
2012/9/30,0,0,1.89,1,GHCND:USW00094846
2012/10/1,0,0,1.89,0.8300000000000001,GHCND:USW00094846
2012/10/2,0,0,2.06,1.17,GHCND:USW00094846
2012/10/3,0.66,0,1.72,1.5,GHCND:USW00094846
2012/10/4,0.30000000000000004,0,2.5,0.8900000000000001,GHCND:USW00094846
2012/10/5,0,0,1,0.39,GHCND:USW00094846
2012/10/6,0,0,1,0.11000000000000001,GHCND:USW00094846
2012/10/7,0,0,1.06,0.22000000000000003,GHCND:USW00094846
2012/10/8,0,0,1.56,0,GHCND:USW00094846
2012/10/9,0.43,0,1.83,0.5599999999999999,GHCND:USW00094846
2012/10/10,0,0,1.06,0.17,GHCND:USW00094846
2012/10/11,0.05,0,1.94,0.17,GHCND:USW00094846
2012/10/12,0,0,1.17,0.27999999999999997,GHCND:USW00094846
2012/10/13,0.53,0,1.94,0.67,GHCND:USW00094846
2012/10/14,1.9600000000000002,0,2.17,0.8900000000000001,GHCND:USW00094846
2012/10/15,0,0,1.56,0.5,GHCND:USW00094846
2012/10/16,0,0,2.1100000000000003,0.44000000000000006,GHCND:USW00094846
2012/11/16,0,0,1.22,-0.28,GHCND:USW00094846
2012/11/17,0,0,1.2800000000000002,-0.33,GHCND:USW00094846
2012/11/18,0,0,1.3900000000000001,-0.06,GHCND:USW00094846
2012/11/19,0.03,0,1.5,0.22000000000000003,GHCND:USW00094846
2012/11/20,0,0,1.4400000000000002,0.44000000000000006,GHCND:USW00094846
2012/11/21,0,0,1.22,0.11000000000000001,GHCND:USW00094846
2012/11/22,0.6900000000000001,0,1.72,0.5599999999999999,GHCND:USW00094846
2012/11/23,0,0,0.5599999999999999,-0.22,GHCND:USW00094846
2012/11/24,0,0,0,-0.44,GHCND:USW00094846
2012/11/25,0,0,0.61,-0.17,GHCND:USW00094846
2012/11/26,0,0,0.22000000000000003,-0.5,GHCND:USW00094846
2012/11/27,0,0,0.06,-0.83,GHCND:USW00094846
2012/11/28,0,0,0.67,-0.28,GHCND:USW00094846
2012/11/29,0,0,1.06,0.06,GHCND:USW00094846
2012/11/30,0,0,1.06,0.22000000000000003,GHCND:USW00094846
2012/12/1,0,0,1.5,-0.17,GHCND:USW00094846
2012/12/2,0.15000000000000002,0,1.72,0.67,GHCND:USW00094846
2012/12/3,0,0,2.1100000000000003,0.78,GHCND:USW00094846
2012/12/4,0,0,1.5,0.33,GHCND:USW00094846
2012/12/5,0,0,0.44000000000000006,-0.28,GHCND:USW00094846
2012/12/6,0,0,0.78,0,GHCND:USW00094846
2012/12/7,0.2,0,0.78,0.5,GHCND:USW00094846
2012/12/8,0.38,0,0.5599999999999999,0.22000000000000003,GHCND:USW00094846
2012/12/9,0.53,0,0.5,0.17,GHCND:USW00094846
2012/12/10,0,0,0.33,-0.06,GHCND:USW00094846
2012/12/11,0,0,0.11000000000000001,-0.44,GHCND:USW00094846
2012/12/12,0,0,0.78,-0.22,GHCND:USW00094846
2012/12/13,0,0,0.9400000000000001,0,GHCND:USW00094846
2012/12/14,0,0,1,-0.33,GHCND:USW00094846
2012/12/15,0.86,0,1,0.27999999999999997,GHCND:USW00094846
2012/12/16,0,0,0.9400000000000001,0.33,GHCND:USW00094846
2012/12/17,0,0,0.44000000000000006,-0.11,GHCND:USW00094846
2012/12/18,0,0,0.5,-0.06,GHCND:USW00094846
2012/12/19,0.2,0,0.61,0,GHCND:USW00094846
2012/12/20,3.2,5,0.9400000000000001,0.06,GHCND:USW00094846
2012/12/21,0.03,3,0.06,-0.67,GHCND:USW00094846
2012/12/22,0,0,0,-0.83,GHCND:USW00094846
2012/12/23,0,0,0.11000000000000001,-0.61,GHCND:USW00094846
2012/12/24,0,0,0.11000000000000001,-0.22,GHCND:USW00094846
2012/12/25,0.03,3,0.06,-0.39,GHCND:USW00094846
2012/12/26,0,0,0.06,-0.22,GHCND:USW00094846
2012/12/27,0,0,0.06,-0.22,GHCND:USW00094846
2012/12/28,0.03,8,0,-0.17,GHCND:USW00094846
2012/12/29,0,5,0,-0.67,GHCND:USW00094846
2012/12/30,0,0,0.06,-1,GHCND:USW00094846
2012/12/31,0,0,0.17,-0.67,GHCND:USW00094846
2013/1/1,0,0,-0.39,-1.17,GHCND:USW00094846
2013/1/2,0,0,-0.11,-1.22,GHCND:USW00094846
2013/1/3,0,0,-0.17,-0.78,GHCND:USW00094846
2013/1/4,0,0,0.22000000000000003,-1.06,GHCND:USW00094846
2013/1/5,0.08,10,0.39,-0.78,GHCND:USW00094846
2013/1/6,0,0,0.22000000000000003,-0.78,GHCND:USW00094846
2013/1/7,0,0,0.5,-0.94,GHCND:USW00094846
2013/1/8,0,0,0.67,-0.56,GHCND:USW00094846
2013/1/9,0,0,1,-0.28,GHCND:USW00094846
2013/1/10,1.6,0,0.7200000000000001,-0.56,GHCND:USW00094846
2013/1/11,0.76,0,1.11,0.5599999999999999,GHCND:USW00094846
2013/1/12,0.15000000000000002,0,1.17,-0.11,GHCND:USW00094846
2013/1/13,0.25,0,-0.11,-1,GHCND:USW00094846
2013/1/14,0,0,-0.39,-1.11,GHCND:USW00094846
2013/1/15,0,0,-0.06,-1.11,GHCND:USW00094846
2013/1/16,0,0,0.22000000000000003,-0.89,GHCND:USW00094846
2013/1/17,0,0,0.06,-0.67,GHCND:USW00094846
2013/1/18,0,0,0.61,-0.72,GHCND:USW00094846
2013/1/19,0,0,0.8300000000000001,-0.22,GHCND:USW00094846
2013/1/20,0,0,-0.22,-1.06,GHCND:USW00094846
2013/1/21,0,0,-0.94,-1.5,GHCND:USW00094846
2013/1/22,0,0,-1.17,-1.83,GHCND:USW00094846
2013/1/23,0.03,10,-0.5,-1.22,GHCND:USW00094846
2013/1/24,0,0,-0.56,-1.56,GHCND:USW00094846
2013/1/25,0.15000000000000002,28,-0.17,-0.78,GHCND:USW00094846
2013/1/26,0,0,-0.22,-1.06,GHCND:USW00094846
2013/1/27,1.47,3,0.27999999999999997,-0.5,GHCND:USW00094846
2013/1/28,0.2,0,0.8900000000000001,0.27999999999999997,GHCND:USW00094846
2013/1/29,3.38,0,1.72,0.39,GHCND:USW00094846
2013/1/30,1.1400000000000001,15,0.67,-0.61,GHCND:USW00094846
2013/1/31,0,0,-0.61,-1.44,GHCND:USW00094846
2013/2/1,0.05,13,-1,-1.78,GHCND:USW00094846
2013/2/2,0.30000000000000004,46,-0.5,-1.33,GHCND:USW00094846
2013/2/3,0.1,13,-0.61,-1.28,GHCND:USW00094846
2013/2/4,0.48,61,-0.22,-1.06,GHCND:USW00094846
2013/2/5,0.05,13,-0.06,-1.44,GHCND:USW00094846
2013/2/6,0,0,0.22000000000000003,-1.17,GHCND:USW00094846
2013/2/7,2.72,36,0.11000000000000001,-0.06,GHCND:USW00094846
2013/2/8,0,3,0.06,-0.5,GHCND:USW00094846
2013/2/9,0,0,0,-0.67,GHCND:USW00094846
2013/2/10,0.7400000000000001,0,0.9400000000000001,-0.11,GHCND:USW00094846
2013/2/11,0,0,0.7200000000000001,-0.17,GHCND:USW00094846
2013/2/12,0,0,-0.17,-0.61,GHCND:USW00094846
2013/2/13,0,0,0.67,-0.72,GHCND:USW00094846
2013/2/14,0,0,0.39,0.06,GHCND:USW00094846
2013/2/15,0,0,0.06,-0.67,GHCND:USW00094846
2013/2/16,0,0,-0.67,-1.11,GHCND:USW00094846
2013/2/17,0,0,-0.11,-1.28,GHCND:USW00094846
2013/2/18,0.7400000000000001,0,1.11,-0.28,GHCND:USW00094846
2013/2/19,0,5,-0.11,-1.11,GHCND:USW00094846
2013/2/20,0,0,-0.44,-1.33,GHCND:USW00094846
2013/2/21,0.18000000000000002,20,0,-0.72,GHCND:USW00094846
2013/2/22,0.51,48,0.11000000000000001,-0.44,GHCND:USW00094846
2013/2/23,0,0,-0.22,-0.56,GHCND:USW00094846
2013/2/24,0,0,0.39,-0.83,GHCND:USW00094846
2013/2/25,0,0,0.61,-0.67,GHCND:USW00094846
2013/2/26,1.1400000000000001,122,0.22000000000000003,0,GHCND:USW00094846
2013/2/27,0.45999999999999996,25,0.11000000000000001,0,GHCND:USW00094846
2013/2/28,0.05,5,0.17,-0.28,GHCND:USW00094846
2013/3/1,0.05,18,-0.11,-0.39,GHCND:USW00094846
2013/3/2,0,0,-0.06,-0.83,GHCND:USW00094846
2013/3/3,0,0,0.11000000000000001,-0.94,GHCND:USW00094846
2013/3/4,0,0,0.11000000000000001,-0.78,GHCND:USW00094846
2013/3/5,1.6800000000000002,234,0.06,-0.17,GHCND:USW00094846
2013/3/6,0,0,0.11000000000000001,-0.22,GHCND:USW00094846
2013/3/7,0,0,0.44000000000000006,-0.33,GHCND:USW00094846
2013/3/8,0,0,0.44000000000000006,-0.72,GHCND:USW00094846
2013/3/9,0.1,0,0.67,-0.11,GHCND:USW00094846
2013/3/10,2.2100000000000004,0,1.06,0.39,GHCND:USW00094846
2013/3/11,0.18000000000000002,0,0.8900000000000001,0.06,GHCND:USW00094846
2013/3/12,0.13,8,0.27999999999999997,-0.33,GHCND:USW00094846
2013/3/13,0,0,0.06,-0.56,GHCND:USW00094846
2013/3/14,0,0,0.27999999999999997,-0.5,GHCND:USW00094846
2013/3/15,0.51,0,0.5,-0.11,GHCND:USW00094846
2013/3/16,0,0,0.17,-0.11,GHCND:USW00094846
2013/3/17,0,0,0.17,-0.33,GHCND:USW00094846
2013/3/18,0.2,3,0.17,-0.61,GHCND:USW00094846
2013/3/19,0,0,0,-0.83,GHCND:USW00094846
2013/3/20,0,0,-0.39,-1,GHCND:USW00094846
2013/3/21,0,0,0.06,-1,GHCND:USW00094846
2013/3/22,0,0,0.5,-0.67,GHCND:USW00094846
2013/3/23,0,0,0.5,-0.39,GHCND:USW00094846
2013/3/24,0.03,3,0.27999999999999997,0,GHCND:USW00094846
2013/3/25,0,0,0.33,0,GHCND:USW00094846
2013/3/26,0,0,0.61,-0.17,GHCND:USW00094846
2013/3/27,0,0,0.5599999999999999,-0.06,GHCND:USW00094846
2013/3/28,0,0,1.06,-0.22,GHCND:USW00094846
2013/3/29,0,0,1.2800000000000002,0,GHCND:USW00094846
2013/3/30,0,0,1.5,-0.22,GHCND:USW00094846
2013/3/31,0,0,1.5,0.22000000000000003,GHCND:USW00094846
2013/4/1,0,0,0.5,-0.16,GHCND:USW00094846
2013/4/2,0,0,0.7200000000000001,-0.38,GHCND:USW00094846
2013/4/3,0,0,0.67,-0.38,GHCND:USW00094846
2013/4/4,0,0,1.4400000000000002,-0.38,GHCND:USW00094846
2013/4/5,0,0,0.7200000000000001,0.22000000000000003,GHCND:USW00094846
2013/4/6,0.1,0,2.1100000000000003,0.22000000000000003,GHCND:USW00094846
2013/4/7,0,0,1.5,0.44000000000000006,GHCND:USW00094846
2013/4/8,1.2400000000000002,0,1.7800000000000002,0.5,GHCND:USW00094846
2013/4/9,0.51,0,1.2800000000000002,0.39,GHCND:USW00094846
2013/4/10,2.39,0,0.5,0.33,GHCND:USW00094846
2013/4/11,0.61,0,0.78,0.33,GHCND:USW00094846
2013/4/12,0,0,0.7200000000000001,0.27999999999999997,GHCND:USW00094846
2013/4/13,0,0,0.7200000000000001,0.11000000000000001,GHCND:USW00094846
2013/4/14,0,0,2.06,0.33,GHCND:USW00094846
2013/4/15,0.91,0,1.89,0.67,GHCND:USW00094846
2013/4/16,0.03,0,1.4400000000000002,0.44000000000000006,GHCND:USW00094846
2013/4/17,5.11,0,0.9400000000000001,0.5599999999999999,GHCND:USW00094846
2013/4/18,8.99,0,1.72,0.39,GHCND:USW00094846
2013/4/19,0.03,3,0.44000000000000006,0.06,GHCND:USW00094846
2013/4/20,0,0,0.8300000000000001,-0.05,GHCND:USW00094846
2013/4/21,0,0,1.22,-0.16,GHCND:USW00094846
2013/4/22,0,0,1.94,0.33,GHCND:USW00094846
2013/4/23,1.7800000000000002,0,1.5,0.33,GHCND:USW00094846
2013/4/24,0.1,0,1,0.27999999999999997,GHCND:USW00094846
2013/4/25,0.18000000000000002,0,1.06,0.33,GHCND:USW00094846
2013/4/26,0,0,1.94,0.11000000000000001,GHCND:USW00094846
2013/4/27,0,0,2,0.61,GHCND:USW00094846
2013/4/28,0.08,0,1.83,0.9400000000000001,GHCND:USW00094846
2013/4/29,0,0,2.33,0.8300000000000001,GHCND:USW00094846
2013/4/30,0,0,2.94,1.6100000000000003,GHCND:USW00094846
2013/5/1,0,0,2.89,1.33,GHCND:USW00094846
2013/5/2,0.27999999999999997,0,1.2800000000000002,0.5599999999999999,GHCND:USW00094846
2013/5/3,0.13,0,0.8900000000000001,0.44000000000000006,GHCND:USW00094846
2013/5/4,0.05,0,2.17,0.8900000000000001,GHCND:USW00094846
2013/5/5,0,0,2.06,0.8900000000000001,GHCND:USW00094846
2013/5/6,0,0,2.17,1,GHCND:USW00094846
2013/5/7,0,0,2.39,0.8900000000000001,GHCND:USW00094846
2013/5/8,0,0,2.6100000000000003,0.8900000000000001,GHCND:USW00094846
2013/5/9,0.81,0,2.39,0.78,GHCND:USW00094846
2013/5/10,0.33,0,0.8300000000000001,0.67,GHCND:USW00094846
2013/5/11,0,0,1.56,0.61,GHCND:USW00094846
2013/5/12,0,0,1.2800000000000002,0.27999999999999997,GHCND:USW00094846
2013/5/13,0,0,1.7800000000000002,0.22000000000000003,GHCND:USW00094846
2013/5/14,0,0,3.28,1,GHCND:USW00094846
2013/5/15,0,0,2.89,1.56,GHCND:USW00094846
2013/5/16,0,0,2.83,1.17,GHCND:USW00094846
2013/5/17,0,0,2.1100000000000003,1.2800000000000002,GHCND:USW00094846
2013/5/18,0,0,2.67,1.33,GHCND:USW00094846
2013/5/19,0,0,3,1.4400000000000002,GHCND:USW00094846
2013/5/20,2.77,0,3.17,1.83,GHCND:USW00094846
2013/5/21,1.42,0,2.72,1.7800000000000002,GHCND:USW00094846
2013/5/22,3.4299999999999997,0,2.2800000000000002,1.11,GHCND:USW00094846
2013/5/23,0.15000000000000002,0,1.22,0.5599999999999999,GHCND:USW00094846
2013/5/24,0,0,1.3900000000000001,0.5,GHCND:USW00094846
2013/5/25,0,0,1.3900000000000001,0.67,GHCND:USW00094846
2013/5/26,0.05,0,2,0.67,GHCND:USW00094846
2013/5/27,0.58,0,1.67,1.17,GHCND:USW00094846
2013/5/28,0.51,0,2.44,1.33,GHCND:USW00094846
2013/5/29,0.03,0,2.89,1.7800000000000002,GHCND:USW00094846
2013/5/30,1.3,0,2.83,1.7800000000000002,GHCND:USW00094846
2013/5/31,0.76,0,2.5,1.7800000000000002,GHCND:USW00094846
2013/6/1,1.42,0,2.44,1.72,GHCND:USW00094846
2013/6/2,0.03,0,1.72,0.61,GHCND:USW00094846
2013/6/3,0,0,2,0.61,GHCND:USW00094846
2013/6/4,0,0,2.22,1,GHCND:USW00094846
2013/6/5,0.03,0,2.2800000000000002,1.22,GHCND:USW00094846
2013/6/6,0.38,0,1.7800000000000002,1.11,GHCND:USW00094846
2013/6/7,0,0,2,1.11,GHCND:USW00094846
2013/6/8,0,0,2.33,0.9400000000000001,GHCND:USW00094846
2013/6/9,0.03,0,2.67,1.2800000000000002,GHCND:USW00094846
2013/6/10,0.66,0,2.44,1.56,GHCND:USW00094846
2013/6/11,0,0,2.83,1.56,GHCND:USW00094846
2013/6/12,1.9100000000000001,0,3,1.72,GHCND:USW00094846
2013/6/13,0,0,2.2800000000000002,1.4400000000000002,GHCND:USW00094846
2013/6/14,0,0,2.5600000000000005,1.33,GHCND:USW00094846
2013/6/15,0.43,0,2.67,1.4400000000000002,GHCND:USW00094846
2013/6/16,0,0,3,2.06,GHCND:USW00094846
2013/6/17,0.08,0,3.1100000000000003,1.5,GHCND:USW00094846
2013/6/18,0,0,2.17,1.33,GHCND:USW00094846
2013/6/19,0,0,2.39,1.17,GHCND:USW00094846
2013/6/20,0,0,3,1.33,GHCND:USW00094846
2013/6/21,2.0100000000000002,0,2.7800000000000002,2,GHCND:USW00094846
2013/6/22,0.1,0,2.67,1.94,GHCND:USW00094846
2013/6/23,2.1300000000000003,0,3.0600000000000005,1.89,GHCND:USW00094846
2013/6/24,0.45999999999999996,0,3.17,1.94,GHCND:USW00094846
2013/6/25,0.08,0,2.94,1.94,GHCND:USW00094846
2013/6/26,3.7600000000000002,0,2.67,1.89,GHCND:USW00094846
2013/6/27,2.34,0,3.2200000000000006,1.7800000000000002,GHCND:USW00094846
2013/6/28,0,0,2.83,1.94,GHCND:USW00094846
2013/6/29,0,0,2.22,1.7800000000000002,GHCND:USW00094846
2013/6/30,0,0,2.5,1.67,GHCND:USW00094846
2013/7/1,0,0,2.39,1.5,GHCND:USW00094846
2013/7/2,0,0,2,1.56,GHCND:USW00094846
2013/7/3,0.05,0,2.22,1.5,GHCND:USW00094846
2013/7/4,0,0,2.83,1.33,GHCND:USW00094846
2013/7/5,0,0,3,1.56,GHCND:USW00094846
2013/7/6,0,0,2.83,1.83,GHCND:USW00094846
2013/7/7,0,0,3.1100000000000003,2.1100000000000003,GHCND:USW00094846
2013/7/8,1.27,0,3,2.1100000000000003,GHCND:USW00094846
2013/7/9,0,0,2.94,2.2800000000000002,GHCND:USW00094846
2013/7/10,0,0,2.94,1.89,GHCND:USW00094846
2013/7/11,0,0,2.72,1.7800000000000002,GHCND:USW00094846
2013/7/12,0,0,2.83,1.4400000000000002,GHCND:USW00094846
2013/7/13,0,0,2.89,1.67,GHCND:USW00094846
2013/7/14,0,0,3.1100000000000003,2.22,GHCND:USW00094846
2013/7/15,0.22999999999999998,0,3.17,2.17,GHCND:USW00094846
2013/7/16,0,0,3.33,2.2800000000000002,GHCND:USW00094846
2013/7/17,0,0,3.44,2.44,GHCND:USW00094846
2013/7/18,0,0,3.5,2.5,GHCND:USW00094846
2013/7/19,1.47,0,3.5600000000000005,2.17,GHCND:USW00094846
2013/7/20,0.15000000000000002,0,3.17,2.17,GHCND:USW00094846
2013/7/21,0.03,0,3.1100000000000003,2,GHCND:USW00094846
2013/7/22,0,0,3.0600000000000005,2.17,GHCND:USW00094846
2013/7/23,0.08,0,2.5600000000000005,1.72,GHCND:USW00094846
2013/7/24,0,0,2.22,1.56,GHCND:USW00094846
2013/7/25,0,0,2.72,1.3900000000000001,GHCND:USW00094846
2013/7/26,0.9900000000000001,0,2.1100000000000003,1.67,GHCND:USW00094846
2013/7/27,0,0,1.83,1.2800000000000002,GHCND:USW00094846
2013/7/28,0,0,2.06,1.22,GHCND:USW00094846
2013/7/29,0,0,2.44,1.3900000000000001,GHCND:USW00094846
2013/7/30,0.1,0,2.33,1.3900000000000001,GHCND:USW00094846
2013/7/31,1.27,0,2.39,1.67,GHCND:USW00094846
2013/8/1,0,0,2.72,1.6100000000000003,GHCND:USW00094846
2013/8/2,1.6,0,2.89,1.67,GHCND:USW00094846
2013/8/3,0,0,2.72,1.7800000000000002,GHCND:USW00094846
2013/8/4,0,0,2.39,1.56,GHCND:USW00094846
2013/8/5,0.18000000000000002,0,2.39,1.4400000000000002,GHCND:USW00094846
2013/8/6,0.1,0,2.83,1.94,GHCND:USW00094846
2013/8/7,0,0,3.17,1.94,GHCND:USW00094846
2013/8/8,0,0,2.5600000000000005,1.83,GHCND:USW00094846
2013/8/9,0,0,2.7800000000000002,1.5,GHCND:USW00094846
2013/8/10,0,0,2.72,1.7800000000000002,GHCND:USW00094846
2013/8/11,0.03,0,2.72,1.56,GHCND:USW00094846
2013/8/12,0.6900000000000001,0,2.7800000000000002,1.94,GHCND:USW00094846
2013/8/13,0,0,2.1100000000000003,1.4400000000000002,GHCND:USW00094846
2013/8/14,0,0,2.22,1.33,GHCND:USW00094846
2013/8/15,0,0,2.39,1.2800000000000002,GHCND:USW00094846
2013/8/16,0,0,2.7800000000000002,1.2800000000000002,GHCND:USW00094846
2013/8/17,0,0,2.72,1.3900000000000001,GHCND:USW00094846
2013/8/18,0,0,2.72,1.5,GHCND:USW00094846
2013/8/19,0,0,2.94,1.3900000000000001,GHCND:USW00094846
2013/8/20,0,0,3.1100000000000003,1.89,GHCND:USW00094846
2013/8/21,0.03,0,3.2200000000000006,2,GHCND:USW00094846
2013/8/22,0.58,0,2.5600000000000005,2,GHCND:USW00094846
2013/8/23,0,0,2.7800000000000002,1.67,GHCND:USW00094846
2013/8/24,0,0,3,1.56,GHCND:USW00094846
2013/8/25,0,0,3.17,1.83,GHCND:USW00094846
2013/8/26,0,0,3.33,2.1100000000000003,GHCND:USW00094846
2013/8/27,0,0,3.5600000000000005,2.5,GHCND:USW00094846
2013/8/28,0,0,2.83,2.17,GHCND:USW00094846
2013/8/29,0,0,3.17,1.89,GHCND:USW00094846
2013/8/30,0.91,0,3.5600000000000005,1.94,GHCND:USW00094846
2013/8/31,0.18000000000000002,0,2.5600000000000005,2.17,GHCND:USW00094846
2013/9/1,0.36000000000000004,0,2.94,1.83,GHCND:USW00094846
2013/9/2,0,0,2.6100000000000003,1.56,GHCND:USW00094846
2013/9/3,0,0,2.5,1.3900000000000001,GHCND:USW00094846
2013/9/4,0,0,2.89,1.5,GHCND:USW00094846
2013/9/5,0,0,2.33,1.5,GHCND:USW00094846
2013/9/6,0,0,3,1.3900000000000001,GHCND:USW00094846
2013/9/7,0.03,0,3.1100000000000003,1.83,GHCND:USW00094846
2013/9/8,0,0,2.5,2.17,GHCND:USW00094846
2013/9/9,0,0,3.44,2,GHCND:USW00094846
2013/9/10,0,0,3.5,2.5,GHCND:USW00094846
2013/9/11,0,0,3.28,2.39,GHCND:USW00094846
2013/9/12,0,0,2.7800000000000002,1.67,GHCND:USW00094846
